Timestamp dT0 sum(dT0) dT1 sum(dT1) dT2 sum(dT2) L0 L1N L1S L2 30S(Tg) 15S(Tg) 15N(Tg) 30N(Tg) Total(Tg) 
2349 -0.10406081335167983 -53.21580421413046 0.0 0.0 0.0 0.0 0.13117646999707677 0.13117646999707677 0 0.0 0. 0. 5.90294115 2.6235294 8.52647055 
2350 -0.08382089217059274 -53.29962510630105 0.0 0.0 0.0 0.0 0.13348293822796897 0.13348293822796897 0 0.0 0. 0. 6.00673222 2.66965876 8.67639098 
2351 -0.0662494258094739 -53.365874532110524 0.0 0.0 0.0 0.0 0.13606213157006397 0.13606213157006397 0 0.0 0. 0. 6.12279592 2.72124263 8.84403855 
2352 -0.05188031438217422 -53.4177548464927 0.0 0.0 0.0 0.0 0.13884567655598978 0.13884567655598978 0 0.0 0. 0. 6.24805545 2.77691353 9.02496898 
2353 -0.04115015606816996 -53.45890500256087 0.0 0.0 0.0 0.0 0.14175899059708874 0.14175899059708874 0 0.0 0. 0. 6.37915458 2.83517981 9.21433439 
2354 -0.03438498129827394 -53.49328998385914 0.0 0.0 0.0 0.0 0.14472354813761923 0.14472354813761923 0 0.0 0. 0. 6.51255967 2.89447096 9.40703063 
2355 -0.03179034648428569 -53.52508033034343 0.0 0.0 0.0 0.0 0.14765926661405293 0.14765926661405293 0 0.0 0. 0. 6.644667 2.95318533 9.59785233 
2356 -0.03344508829241022 -53.55852541863584 0.0 0.0 0.0 0.0 0.15048693972321292 0.15048693972321292 0 0.0 0. 0. 6.77191229 3.00973879 9.78165108 
2357 -0.03929892822986858 -53.59782434686571 0.0 0.0 0.0 0.0 0.15313064406575094 0.15313064406575094 0 0.0 0. 0. 6.89087898 3.06261288 9.95349186 
2358 -0.04917400033235708 -53.646998347198064 0.0 0.0 0.0 0.0 0.15552004604019332 0.15552004604019332 0 0.0 0. 0. 6.99840207 3.11040092 10.10880299 
2359 -0.06277025553134763 -53.70976860272941 0.0 0.0 0.0 0.0 0.15759253889382796 0.15759253889382796 0 0.0 0. 0. 7.09166425 3.15185078 10.24351503 
2360 -0.07967457849230186 -53.78944318122171 0.0 0.0 0.0 0.0 0.15929514499723352 0.15929514499723352 0 0.0 0. 0. 7.16828152 3.1859029 10.35418442 
2361 -0.09937333991632613 -53.88881652113804 0.0 0.0 0.0 0.0 0.16058612554270513 0.16058612554270513 0 0.0 0. 0. 7.22637565 3.21172251 10.43809816 
2362 -0.12126800290542405 -54.010084524043464 0.0 0.0 0.0 0.0 0.16143624875683527 0.16143624875683527 0 0.0 0. 0. 7.26463119 3.22872498 10.49335617 
2363 -0.1446933092039444 -54.15477783324741 0.0 0.0 0.0 0.0 0.1618296780931403 0.1618296780931403 0 0.0 0. 0. 7.28233551 3.23659356 10.51892908 
2364 -0.16893749273395997 -54.32371532598137 0.0 0.0 0.0 0.0 0.16176445341750934 0.16176445341750934 0 0.0 0. 0. 7.2794004 3.23528907 10.51468947 
2365 -0.19326390624678425 -54.51697923222815 0.0 0.0 0.0 0.0 0.1612525505659086 0.1612525505659086 0 0.0 0. 0. 7.25636478 3.22505101 10.48141579 
2366 -0.21693340397774818 -54.7339126362059 0.0 0.0 0.0 0.0 0.16031951746463924 0.16031951746463924 0 0.0 0. 0. 7.21437829 3.20639035 10.42076864 
2367 -0.23922680021559017 -54.97313943642149 0.0 0.0 0.0 0.0 0.15900369786954127 0.15900369786954127 0 0.0 0. 0. 7.1551664 3.18007396 10.33524036 
2368 -0.25946672139667726 -55.23260615781817 0.0 0.0 0.0 0.0 0.15735506631036844 0.15735506631036844 0 0.0 0. 0. 7.08097798 3.14710133 10.22807931 
2369 -0.27703818775785294 -55.50964434557602 0.0 0.0 0.0 0.0 0.15543370963999026 0.15543370963999026 0 0.0 0. 0. 6.99451693 3.10867419 10.10319113 
2370 -0.2914072991850958 -55.80105164476112 0.0 0.0 0.0 0.0 0.15330800132578415 0.15330800132578415 0 0.0 0. 0. 6.89886006 3.06616003 9.96502009 
2371 -0.3021374574990432 -56.10318910226016 0.0 0.0 0.0 0.0 0.15105252395640645 0.15105252395640645 0 0.0 0. 0. 6.79736358 3.02105048 9.81841406 
2372 -0.3089026322690529 -56.41209173452921 0.0 0.0 0.0 0.0 0.14874580308759167 0.14874580308759167 0 0.0 0. 0. 6.69356114 2.97491606 9.6684772 
2373 -0.31149726708292746 -56.72358900161214 0.0 0.0 0.0 0.0 0.14646792128288033 0.14646792128288033 0 0.0 0. 0. 6.59105646 2.92935843 9.52041488 
2374 -0.3098425252748598 -57.033431526887 0.0 0.0 0.0 0.0 0.14429808484543805 0.14429808484543805 0 0.0 0. 0. 6.49341382 2.8859617 9.37937551 
2375 -0.3039886853374014 -57.3374202122244 0.0 0.0 0.0 0.0 0.14231221717461895 0.14231221717461895 0 0.0 0. 0. 6.40404977 2.84624434 9.25029412 
2376 -0.2941136132348561 -57.63153382545926 0.0 0.0 0.0 0.0 0.14058065187189772 0.14058065187189772 0 0.0 0. 0. 6.32612933 2.81161304 9.13774237 
2377 -0.2805173580359792 -57.91205118349524 0.0 0.0 0.0 0.0 0.1391659956899789 0.1391659956899789 0 0.0 0. 0. 6.26246981 2.78331991 9.04578972 
2378 -0.26361303507496814 -58.175664218570205 0.0 0.0 0.0 0.0 0.13812122625829337 0.13812122625829337 0 0.0 0. 0. 6.21545518 2.76242453 8.97787971 
2379 -0.24391427365088703 -58.41957849222109 0.0 0.0 0.0 0.0 0.1374880823845428 0.1374880823845428 0 0.0 0. 0. 6.18696371 2.74976165 8.93672535 
2380 -0.22201961066184595 -58.64159810288294 0.0 0.0 0.0 0.0 0.13729579584213036 0.13729579584213036 0 0.0 0. 0. 6.17831081 2.74591592 8.92422673 
2381 -0.19859430436326875 -58.84019240724621 0.0 0.0 0.0 0.0 0.1375602031775467 0.1375602031775467 0 0.0 0. 0. 6.19020914 2.75120406 8.94141321 
2382 -0.17435012083336687 -59.01454252807957 0.0 0.0 0.0 0.0 0.13828326452489326 0.13828326452489326 0 0.0 0. 0. 6.2227469 2.76566529 8.98841219 
2383 -0.15002370732048576 -59.16456623540006 0.0 0.0 0.0 0.0 0.1394530040482138 0.1394530040482138 0 0.0 0. 0. 6.27538518 2.78906008 9.06444526 
2384 -0.12635420958952182 -59.29092044498958 0.0 0.0 0.0 0.0 0.14104387382120254 0.14104387382120254 0 0.0 0. 0. 6.34697432 2.82087748 9.1678518 
2385 -0.10406081335167983 -59.39498125834126 0.0 0.0 0.0 0.0 0.1430175300880192 0.1430175300880192 0 0.0 0. 0. 6.43578885 2.8603506 9.29613946 
2386 -0.08382089217059274 -59.478802150511854 0.0 0.0 0.0 0.0 0.14532399831891119 0.14532399831891119 0 0.0 0. 0. 6.53957992 2.90647997 9.44605989 
2387 -0.06624942580941706 -59.54505157632127 0.0 0.0 0.0 0.0 0.14790319166100852 0.14790319166100852 0 0.0 0. 0. 6.65564362 2.95806383 9.61370746 
2388 -0.05188031438217422 -59.596931890703445 0.0 0.0 0.0 0.0 0.1506867366469331 0.1506867366469331 0 0.0 0. 0. 6.78090315 3.01373473 9.79463788 
2389 -0.04115015606816996 -59.638082046771615 0.0 0.0 0.0 0.0 0.15360005068803195 0.15360005068803195 0 0.0 0. 0. 6.91200228 3.07200101 9.98400329 
2390 -0.03438498129827394 -59.67246702806989 0.0 0.0 0.0 0.0 0.15656460822856277 0.15656460822856277 0 0.0 0. 0. 7.04540737 3.13129216 10.17669953 
2391 -0.031790346484342535 -59.70425737455423 0.0 0.0 0.0 0.0 0.15950032670499392 0.15950032670499392 0 0.0 0. 0. 7.1775147 3.19000653 10.36752124 
2392 -0.033445088292353375 -59.737702462846585 0.0 0.0 0.0 0.0 0.16232799981415735 0.16232799981415735 0 0.0 0. 0. 7.30475999 3.24656 10.55131999 
2393 -0.03929892822986858 -59.77700139107645 0.0 0.0 0.0 0.0 0.16497170415669427 0.16497170415669427 0 0.0 0. 0. 7.42372669 3.29943408 10.72316077 
